,1st Term Funding,2nd Term Funding,3rd Term Funding,4th Term Funding,Start age,College,Current Age,Degree,Gender,Grad Funding Indicator,ID,Citizenship,Major ID,Major,Net Cost After Any Funding,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,Gap,Slope,Valid term,Average,Academic Period (Years)
622,0,0,0,0,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,622,White,C01,Anthropology,40441,Harpur Doctor of Philosophy,Bachelors Prepared,41263,822,1,0.079580753,-1.554411917,-0.256456652,3.57,3.6,3.26,4,3.7,3.44,0,0,1,0.01,6,3.59,8.7
623,0,0,0,0,24.7,GD Harpur,38,Doctor of Philosophy,Male,1,623,White,C29,History,36053.65,Harpur Doctor of Philosophy,Bachelors Prepared,43033.65,6980,1,0.079580753,-1.554411917,-0.256456652,3.54,3.67,3.7,3.3,3.8,0,0,0,0,0.02,5,3.6,7.2
624,0,0,0,0,25.7,GD Harpur,38,Doctor of Philosophy,Male,1,624,White,C33,Comparative Literature,29219.24,Harpur Doctor of Philosophy,Bachelors Prepared,39361.24,10142,1,0.079580753,-1.554411917,-0.256456652,4,4,3.87,4,4,4,4,0,0,0,7,3.98,4.7
625,0,0,0,0,49,GD Watson,60,Doctor of Philosophy,Male,0,625,Black or African American,R87,Industrial and Systems Enginee,5243.95,Industrial and Systems Eng PhD,0,5243.95,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,1.8
626,3141,3141,3141,3141,23.7,GD Harpur,36,Doctor of Philosophy,Female,1,626,White,C13,Biological Sciences,3844.84,Harpur Doctor of Philosophy,Bachelors Prepared,18544.84,14700,1,0.079580753,-1.554411917,-0.256456652,3.32,3.33,3.7,4,3.48,3,3.33,0,1,-0.03,7,3.45,4.7
627,0,0,0,0,24.7,GD Harpur,40,Doctor of Philosophy,Female,1,627,White,C29,History,23314.75,Harpur Doctor of Philosophy,Bachelors Prepared,26804.75,3490,1,0.079580753,-1.554411917,-0.256456652,3.7,3,3.3,0,0,0,0,0,0,-0.2,3,3.33,6.2
628,0,0,0,0,27.7,GD Harpur,44,Doctor of Philosophy,Male,0,628,Hispanic or Latino,C01,Anthropology,7881.9,Harpur Doctor of Philosophy,Masters Prepared,7881.9,0,1,0.079580753,-1.554411917,-0.256456652,3.53,3.1,4,3.76,4,3.9,4,0,0,0.11,7,3.76,7
629,0,0,0,0,31.7,GD Watson,44,Doctor of Philosophy,Male,0,629,China,R98,Mechanical Engineering,14695.25,Mechanical Engineering PhD,0,14695.25,0,1,0.079580753,-1.554411917,-0.256456652,3.85,3.5,0,0,0,0,0,0,0,-0.35,2,3.67,3.7
630,0,0,0,0,25.7,GD Harpur,49,Doctor of Philosophy,Female,0,630,White,C01,Anthropology,3652.75,Harpur Doctor of Philosophy,Masters Prepared,3652.75,0,1,0.079580753,-1.554411917,-0.256456652,3.67,3.47,4,3.94,3.9,0,0,0,0,0.09,5,3.79,13.2
631,0,0,0,0,31.7,GD Harpur,45,Doctor of Philosophy,Female,1,631,White,C23,English,35077.75,Harpur Doctor of Philosophy,Bachelors Prepared,35426.75,349,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,0,0,4,4,3.7
632,0,0,0,0,30.7,GD Harpur,45,Doctor of Philosophy,Male,1,632,White,C01,Anthropology,104012.46,Harpur Doctor of Philosophy,Bachelors Prepared,105080.46,1068,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,4,0,0,0,7,4,10.2
633,0,0,0,0,27.7,GD Harpur,40,Doctor of Philosophy,Female,1,633,Unknown,C09,Art History,101781.02,Harpur Doctor of Philosophy,Masters Prepared,108761.02,6980,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,0,0,4,4,6
634,0,0,0,3141,27.7,GD Harpur,40,Doctor of Philosophy,Female,1,634,Hispanic or Latino,C09,Art History,24384.99,Harpur Doctor of Philosophy,Bachelors Prepared,37688.99,13304,1,0.079580753,-1.554411917,-0.256456652,3.85,3.93,3.9,4,3,0,0,0,1,-0.16,5,3.74,6.7
635,3141,3141,349,349,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,635,White,C29,History,114403.4,Harpur Doctor of Philosophy,Masters Prepared,121383.4,6980,1,0.079580753,-1.554411917,-0.256456652,3.38,4,3.62,3.66,3.69,3.86,0,0,0,0.04,6,3.7,9.7
636,0,0,0,0,25.7,GD Harpur,39,Doctor of Philosophy,Female,1,636,Black or African American,C22,Economics,23485.85,Harpur Doctor of Philosophy,Bachelors Prepared,27324.85,3839,1,0.079580753,-1.554411917,-0.256456652,3.57,3.67,3.43,4,3.35,3.7,0,0,1,0.01,6,3.62,5.2
637,4185,4185,3700,3330,24,GD Harpur,33,Doctor of Philosophy,Female,1,637,White,C13,Biological Sciences,13848.89,Harpur Doctor of Philosophy,Bachelors Prepared,31840.89,17992,1,-2.978629213,1.368591062,-0.439491241,4,3.3,3.88,4,3.65,4,0,0,0,0.03,6,3.8,6
638,0,0,0,0,21.7,GD Harpur,36,Doctor of Philosophy,Female,1,638,White,C45,Behavioral Neuroscience,16752.7,Harpur Doctor of Philosophy,Bachelors Prepared,20632.7,3880,1,0.079580753,-1.554411917,-0.256456652,3.85,3.22,3.35,3.13,3,3.23,0,0,1,-0.11,6,3.3,7.2
639,0,0,0,0,29.7,GD Harpur,43,Doctor of Philosophy,Male,0,639,White,C29,History,57954.3,Harpur Doctor of Philosophy,Bachelors Prepared,57954.3,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.65,3.56,3.3,0,0,0,0,0,-0.13,4,3.55,9
640,0,0,0,0,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,640,White,C47,Clinical Psychology,29801.15,Harpur Doctor of Philosophy,Bachelors Prepared,36083.15,6282,1,0.079580753,-1.554411917,-0.256456652,3.81,3.69,4,3.83,3.85,3.75,0,0,0,0,6,3.82,6
641,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Female,1,641,Black or African American,C34,Mathematics,47778,Harpur Doctor of Philosophy,Masters Prepared,48825,1047,1,0.079580753,-1.554411917,-0.256456652,3.87,4,3.87,4,4,4,0,0,0,0.02,6,3.96,4.7
642,0,0,0,0,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,642,White,C45,Behavioral Neuroscience,14463,Harpur Doctor of Philosophy,Bachelors Prepared,21443,6980,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,4,0,0,0,7,4,5.2
643,0,0,0,0,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,643,White,C46,Cognitive Psychology,23048.99,Harpur Doctor of Philosophy,Bachelors Prepared,36352.99,13304,1,0.079580753,-1.554411917,-0.256456652,3.33,3.54,3.62,3.5,3.85,4,4,3.8,0,0.08,8,3.7,5
644,0,0,0,0,23.7,GD Harpur,39,Doctor of Philosophy,Male,0,644,White,C47,Clinical Psychology,37018.05,Harpur Doctor of Philosophy,Bachelors Prepared,37018.05,0,1,0.079580753,-1.554411917,-0.256456652,3.87,3.72,4,3.68,4,3.72,3.67,3.6,0,-0.03,8,3.78,6.2
645,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Male,1,645,White,C37,Philosophy SPEL,41878.4,Harpur Doctor of Philosophy,Bachelors Prepared,43274.4,1396,1,0.079580753,-1.554411917,-0.256456652,3.91,4,4,4,0,0,0,0,0,0.03,4,3.98,4.7
646,0,0,370,370,22.7,GD Harpur,37,Doctor of Philosophy,Male,1,646,White,C38,Philosophy Interpretation and,14889.45,Harpur Doctor of Philosophy,Masters Prepared,15629.45,740,1,0.079580753,-1.554411917,-0.256456652,3.9,3.77,3.69,3.77,3.77,0,0,0,0,-0.03,5,3.78,8.2
647,0,0,0,0,23.7,GD Watson,38,Doctor of Philosophy,Female,1,647,Asian,R98,Mechanical Engineering,21649,Mechanical Engineering PhD,0,23349,1700,1,0.079580753,-1.554411917,-0.256456652,3.35,4,3.35,3.7,0,0,0,0,1,0.04,4,3.6,5.7
648,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Male,1,648,White,C45,Behavioral Neuroscience,13902.3,Harpur Doctor of Philosophy,Bachelors Prepared,17741.3,3839,1,0.079580753,-1.554411917,-0.256456652,3.35,3.78,3.3,3.85,3.5,3,0,0,0,-0.06,6,3.46,4.7
649,0,0,0,0,40.7,GD Nursing,66,Doctor of Philosophy,Female,1,649,White,D99,Nursing,119735.5,Nursing PhD,0,126017.5,6282,1,0.079580753,-1.554411917,-0.256456652,3,2.83,4,3.85,3.85,3,3.3,0,1,0.04,7,3.4,17.2
650,0,0,0,0,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,650,White,C47,Clinical Psychology,24065.65,Harpur Doctor of Philosophy,Bachelors Prepared,31045.65,6980,1,0.079580753,-1.554411917,-0.256456652,4,4,4,3.93,4,3.91,0,0,0,-0.01,6,3.97,5.2
651,0,0,0,0,29.7,GD Watson,44,Doctor of Philosophy,Male,0,651,Unknown,R92,Computer Science,3113.4,Computer Science PhD,0,3113.4,0,1,0.079580753,-1.554411917,-0.256456652,3.85,4,3.7,4,0,0,0,0,0,0.02,4,3.89,4
652,4185,349,349,0,23.7,GD Harpur,36,Doctor of Philosophy,Male,1,652,White,C38,Philosophy Interpretation and,13991.7,Harpur Doctor of Philosophy,Masters Prepared,18874.7,4883,1,0.079580753,-1.554411917,-0.256456652,3.9,4,4,4,4,3.67,0,0,0,-0.03,6,3.93,3.7
653,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Female,0,653,White,C01,Anthropology,82497.5,Harpur Doctor of Philosophy,Bachelors Prepared,82497.5,0,1,0.079580753,-1.554411917,-0.256456652,3.83,3.43,3.35,4,4,0,0,0,0,0.09,5,3.72,7.7
654,0,0,0,0,26.7,GD Harpur,42,Doctor of Philosophy,Male,0,654,White,C23,English,26445.4,Harpur Doctor of Philosophy,Bachelors Prepared,26445.4,0,1,0.079580753,-1.554411917,-0.256456652,4,3.65,4,4,0,0,0,0,0,0.04,4,3.91,8.2
655,0,0,0,0,40.7,GD Harpur,53,Doctor of Philosophy,Female,1,655,Asia,C09,Art History,45580.08,Harpur Doctor of Philosophy,Masters Prepared,46844.08,1264,1,0.079580753,-1.554411917,-0.256456652,3.35,3.47,3.15,3.5,0,0,0,0,0,0.01,4,3.37,8.7
656,0,0,0,0,29.7,GD Harpur,43,Doctor of Philosophy,Female,1,656,Black or African American,C23,English,9244.17,Harpur Doctor of Philosophy,Bachelors Prepared,12734.17,3490,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,0,0,0,0,0,5,4,4.7
657,0,0,0,4968,22.7,GD Watson,37,Doctor of Philosophy,Male,1,657,Asia,R98,Mechanical Engineering,21481.45,Mechanical Engineering PhD,0,28149.45,6668,1,0.079580753,-1.554411917,-0.256456652,3.13,4,3.7,4,3.85,4,0,0,1,0.12,6,3.78,6.2
658,0,0,0,0,21.7,GD Watson,36,Doctor of Philosophy,Male,0,658,White,R92,Computer Science,6166.15,Computer Science PhD,0,6166.15,0,1,0.079580753,-1.554411917,-0.256456652,3.9,4,3.7,0,0,0,0,0,0,-0.1,3,3.87,7.2
659,0,0,0,0,26.7,GD Harpur,43,Doctor of Philosophy,Male,0,659,Hispanic or Latino,C52,Sociology,63016.5,Harpur Doctor of Philosophy,Masters Prepared,63016.5,0,1,0.079580753,-1.554411917,-0.256456652,3.9,2,3.67,3,4,0,0,0,0,0.12,5,3.31,11.2
660,0,0,0,0,23.7,GD Harpur,37,Doctor of Philosophy,Female,1,660,White,C47,Clinical Psychology,45178.5,Harpur Doctor of Philosophy,Bachelors Prepared,46574.5,1396,1,0.079580753,-1.554411917,-0.256456652,3.92,3.92,3.95,3.72,3.93,3.57,0,0,0,-0.06,6,3.83,6
661,0,0,0,0,28.7,GD Harpur,44,Doctor of Philosophy,Male,0,661,China,C22,Economics,18369,Harpur Doctor of Philosophy,Bachelors Prepared,18369,0,1,0.079580753,-1.554411917,-0.256456652,3.9,3.7,3.67,3.7,3.35,3.3,0,0,0,-0.11,6,3.6,7.2
662,0,0,0,0,26.7,GD Watson,41,Doctor of Philosophy,Male,1,662,Asia,R98,Mechanical Engineering,25127.5,Mechanical Engineering PhD,0,25701.5,574,1,0.079580753,-1.554411917,-0.256456652,2.87,4,3.7,4,4,3,3.7,0,0,0.03,7,3.61,5.2
663,0,0,0,0,41.7,GD Harpur,64,Doctor of Philosophy,Male,0,663,White,C09,Art History,4887.63,Harpur Doctor of Philosophy,Bachelors Prepared,4887.63,0,1,0.079580753,-1.554411917,-0.256456652,2.87,3.67,3.85,0,0,0,0,0,0,0.49,3,3.46,12
664,0,0,0,0,26.7,GD Grad School,40,Doctor of Philosophy,Male,1,664,China,H21,Materials Science and Engineer,18371.75,Graduate School PhD,0,18923.75,552,1,0.079580753,-1.554411917,-0.256456652,3.7,3.7,4,0,0,0,0,0,1,0.15,3,3.8,3.7
665,0,0,0,0,26.7,GD Watson,40,Doctor of Philosophy,Male,1,665,China,H21,Materials Science and Engineer,18371.75,Graduate School PhD,0,18923.75,552,1,0.079580753,-1.554411917,-0.256456652,3.7,3.7,4,0,0,0,0,0,1,0.15,3,3.8,3.7
666,0,0,0,0,29.7,GD Harpur,44,Doctor of Philosophy,Male,0,666,Unknown,C01,Anthropology,3826.3,Harpur Doctor of Philosophy,Bachelors Prepared,3826.3,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.7,0,0,0,0,0,0,0,-0.1,2,3.75,5.7
667,0,552,552,0,26.7,GD Grad School,40,Doctor of Philosophy,Male,1,667,China,H21,Materials Science and Engineer,3331.15,Graduate School PhD,0,4435.15,1104,1,0.079580753,-1.554411917,-0.256456652,4,0,0,0,0,0,0,0,0,0,1,4,3.7
668,0,552,552,0,26.7,GD Watson,40,Doctor of Philosophy,Male,1,668,China,H21,Materials Science and Engineer,3331.15,Graduate School PhD,0,4435.15,1104,1,0.079580753,-1.554411917,-0.256456652,4,0,0,0,0,0,0,0,0,0,1,4,3.7
669,0,0,0,0,28.7,GD Harpur,46,Doctor of Philosophy,Female,0,669,White,C29,History,8818.3,Harpur Doctor of Philosophy,Masters Prepared,8818.3,0,1,0.079580753,-1.554411917,-0.256456652,3.47,4,3.7,3.9,3.83,4,0,0,0,0.07,6,3.82,9
670,0,0,0,0,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,670,White,C14,Biological Sciences,15837.65,Harpur Doctor of Philosophy,Bachelors Prepared,22119.65,6282,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3.2
671,0,0,0,0,24.7,GD Watson,38,Doctor of Philosophy,Male,0,671,Asia,R98,Mechanical Engineering,12035.45,Mechanical Engineering PhD,0,12035.45,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3
672,0,0,0,0,29.7,GD Harpur,46,Doctor of Philosophy,Female,0,672,White,C09,Art History,8285.3,Harpur Doctor of Philosophy,Bachelors Prepared,8285.3,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.85,3.65,4,0,0,0,0,0,0.11,4,3.77,9.7
673,0,0,0,0,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,673,White,C34,Mathematics,37053.08,Harpur Doctor of Philosophy,Masters Prepared,41944.08,4891,1,0.079580753,-1.554411917,-0.256456652,3,2.35,3.42,2.98,3.42,3.87,3.87,4,0,0.2,8,3.36,6.7
674,0,0,0,0,51.7,GD Nursing,71,Doctor of Philosophy,Female,0,674,White,D99,Nursing,18803.8,Nursing PhD,0,18803.8,0,1,0.079580753,-1.554411917,-0.256456652,3.35,3.85,3.85,3,3.3,3.7,4,4,0,0.06,8,3.63,15.2
675,3141,3141,349,349,25.7,GD Harpur,38,Doctor of Philosophy,Male,1,675,White,C29,History,14342.39,Harpur Doctor of Philosophy,Masters Prepared,22062.39,7720,1,0.079580753,-1.554411917,-0.256456652,3.53,3.77,3.57,3.67,3.87,3.76,0,0,0,0.04,6,3.69,7.2
676,0,0,0,0,43.7,GD Nursing,59,Doctor of Philosophy,Female,0,676,White,D99,Nursing,14647.2,Nursing PhD,0,14647.2,0,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,4,0,0,0,7,4,6.7
677,0,0,0,0,35.7,GD Harpur,50,Doctor of Philosophy,Male,0,677,Hispanic or Latino,C60,Translation Studies,2758.25,Harpur Doctor of Philosophy,Bachelors Prepared,2758.25,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.9,3.77,4,0,0,0,0,0,0.05,4,3.87,4.2
678,0,0,0,0,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,678,White,C23,English,17713.87,Harpur Doctor of Philosophy,Masters Prepared,24693.87,6980,1,0.079580753,-1.554411917,-0.256456652,3.85,3.85,4,3.85,0,0,0,0,0,0.02,4,3.89,3.7
679,0,0,0,0,28.7,GD Harpur,47,Doctor of Philosophy,Female,0,679,Asia,C52,Sociology,7933.5,Harpur Doctor of Philosophy,Bachelors Prepared,7933.5,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.3,3.48,3.34,0,0,0,0,0,-0.09,4,3.46,9.2
680,0,0,0,0,26.7,GD Harpur,39,Doctor of Philosophy,Male,0,680,Africa,C15,Chemistry,7322.93,Harpur Doctor of Philosophy,Bachelors Prepared,7322.93,0,1,0.079580753,-1.554411917,-0.256456652,3.3,3.48,3.88,3,0,0,0,0,1,-0.05,4,3.42,6.2
681,0,0,0,0,26.7,GD Harpur,39,Doctor of Philosophy,Female,1,681,White,C43,Political Science,65122.2,Harpur Doctor of Philosophy,Bachelors Prepared,75938.2,10816,1,0.079580753,-1.554411917,-0.256456652,3.91,3.8,3.9,4,3.9,0,0,0,0,0.02,5,3.9,5
682,0,0,0,0,33.7,GD Education,47,Doctor of Education,Female,1,682,White,E99,Educational Theory and Practic,31649.34,Education EDD,0,42365.34,10716,1,0.079580753,-1.554411917,-0.256456652,3.7,4,4,4,4,3.85,0,0,0,0.02,6,3.93,6.7
683,0,0,0,0,32.7,GD Nursing,61,Doctor of Philosophy,Male,0,683,White,D99,Nursing,9234.9,Nursing PhD,0,9234.9,0,1,0.079580753,-1.554411917,-0.256456652,3.85,3,4,3.85,3.85,4,3.85,4,0,0.06,8,3.8,19.7
684,0,0,0,0,25.7,GD Harpur,38,Doctor of Philosophy,Female,1,684,Black or African American,C37,Philosophy SPEL,106864.61,Harpur Doctor of Philosophy,Bachelors Prepared,117006.61,10142,1,0.079580753,-1.554411917,-0.256456652,4,4,4,3.91,3.76,0,0,0,0,-0.06,5,3.93,8.7
685,0,0,0,0,30,GD Harpur,41,Doctor of Philosophy,Female,1,685,Hispanic or Latino,C38,Philosophy Interpretation and,18582.35,Harpur Doctor of Philosophy,Masters Prepared,22421.35,3839,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2
686,0,349,349,0,23.7,GD Harpur,38,Doctor of Philosophy,Male,1,686,Hispanic or Latino,C29,History,77861.7,Harpur Doctor of Philosophy,Masters Prepared,78559.7,698,1,0.079580753,-1.554411917,-0.256456652,3.8,3.9,3.9,3.81,3.73,0,0,0,0,-0.02,5,3.83,8.2
687,0,0,0,0,34.7,GD Harpur,48,Doctor of Philosophy,Female,1,687,Asian,C09,Art History,46969.69,Harpur Doctor of Philosophy,Bachelors Prepared,68501.69,21532,1,0.079580753,-1.554411917,-0.256456652,4,3.67,4,4,3.91,3.73,0,0,0,-0.02,6,3.88,12.7
688,0,0,0,0,27.7,GD Harpur,41,Doctor of Philosophy,Male,1,688,White,C01,Anthropology,26205.7,Harpur Doctor of Philosophy,Bachelors Prepared,27252.7,1047,1,0.079580753,-1.554411917,-0.256456652,4,3.9,4,3.7,4,4,0,0,0,0,6,3.93,5.2
689,0,0,0,0,21.7,GD Harpur,35,Doctor of Philosophy,Female,1,689,Asian,C46,Cognitive Psychology,13513,Harpur Doctor of Philosophy,Bachelors Prepared,17701,4188,1,0.079580753,-1.554411917,-0.256456652,3.42,3.7,3.9,3.67,4,0,0,0,0,0.11,5,3.74,4.7
690,3888,3888,4077,453,25,GD Watson,30,Doctor of Philosophy,Male,1,690,White,R92,Computer Science,4171.12,Computer Science PhD,0,19213.12,15042,1,-2.361119727,1.640126084,0.080840135,4,4,0,0,0,0,0,0,0,0,2,4,4.4
691,0,0,0,0,22.7,GD Watson,37,Doctor of Philosophy,Male,0,691,India,R96,Electrical Engineering,14602.2,Electrical Engineering PhD,0,14602.2,0,1,0.079580753,-1.554411917,-0.256456652,4,3.93,0,0,0,0,0,0,0,-0.07,2,3.96,4.7
692,0,0,0,0,28.7,GD Nursing,58,Doctor of Philosophy,Female,1,692,White,D99,Nursing,25287.1,Nursing PhD,0,36371.1,11084,1,0.079580753,-1.554411917,-0.256456652,3.75,3.58,3.78,3.83,4,3.93,3.85,3.85,0,0.03,8,3.82,21.7
693,0,0,0,0,50.7,GD Nursing,63,Doctor of Philosophy,Female,1,693,White,D99,Nursing,23069.65,Nursing PhD,0,29351.65,6282,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3.2
694,0,0,0,0,25.7,GD Harpur,38,Doctor of Philosophy,Female,0,694,White,C23,English,49916.7,Harpur Doctor of Philosophy,Masters Prepared,49916.7,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.7
695,0,0,0,0,54.7,GD Education,70,Doctor of Education,Female,0,695,White,E99,Educational Theory and Practic,8898.65,Education EDD,0,8898.65,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.7,4,4,4,4,3.7,3.7,0,0,8,3.85,7.7
696,0,0,0,0,24.7,GD Harpur,37,Doctor of Philosophy,Female,1,696,White,C47,Clinical Psychology,68444.3,Harpur Doctor of Philosophy,Bachelors Prepared,75424.3,6980,1,0.079580753,-1.554411917,-0.256456652,4,4,3.9,3.95,3.87,4,0,0,0,-0.01,6,3.95,5.2
697,0,0,0,0,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,697,White,C22,Economics,30967.2,Harpur Doctor of Philosophy,Bachelors Prepared,37598.2,6631,1,0.079580753,-1.554411917,-0.256456652,2.67,3.13,3.1,3.65,4,3.35,0,0,0,0.19,6,3.32,8
698,0,0,0,0,46.7,GD Education,62,Doctor of Education,Female,0,698,White,E99,Educational Theory and Practic,6172.11,Education EDD,0,6172.11,0,1,0.079580753,-1.554411917,-0.256456652,4,4,3.7,3.7,4,4,4,4,0,0.01,8,3.92,5.7
699,0,0,0,0,30.7,GD Watson,42,Doctor of Philosophy,Male,0,699,India,R87,Industrial and Systems Enginee,18911,Industrial and Systems Eng PhD,0,18911,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,1.7
700,0,0,0,0,29.7,GD Harpur,44,Doctor of Philosophy,Female,0,700,Asia,C22,Economics,22314.3,Harpur Doctor of Philosophy,Bachelors Prepared,22314.3,0,1,0.079580753,-1.554411917,-0.256456652,2.85,3.1,3.13,3.5,3.35,3.7,4,0,0,0.17,7,3.38,6.7
701,0,0,0,0,26.7,GD Harpur,39,Doctor of Philosophy,Female,1,701,Unknown,C43,Political Science,34940.29,Harpur Doctor of Philosophy,Bachelors Prepared,49640.29,14700,1,0.079580753,-1.554411917,-0.256456652,4,3.67,3.9,3.9,4,0,0,0,0,0.02,5,3.89,6
702,0,0,0,0,27.7,GD Watson,42,Doctor of Philosophy,Male,0,702,Asia,R92,Computer Science,10554.05,Computer Science PhD,0,10554.05,0,1,0.079580753,-1.554411917,-0.256456652,3.23,2.67,3.13,4,0,0,0,0,0,0.28,4,3.26,6
703,0,0,0,0,33.7,GD Harpur,48,Doctor of Philosophy,Male,1,703,Asia,C22,Economics,18434.95,Harpur Doctor of Philosophy,Bachelors Prepared,18986.95,552,1,0.079580753,-1.554411917,-0.256456652,3.5,3,3.33,3.5,3.15,3.3,0,0,0,-0.01,6,3.3,5.7
704,4968,5133.6,0,0,22.7,GD Harpur,36,Doctor of Philosophy,Female,1,704,Asia,C52,Sociology,13893.26,Harpur Doctor of Philosophy,Masters Prepared,24759.86,10866.6,1,0.079580753,-1.554411917,-0.256456652,4,4,4,3.85,0,0,0,0,0,-0.05,4,3.96,8.2
705,0,0,0,0,24.7,GD Harpur,37,Doctor of Philosophy,Female,0,705,Asia,C52,Sociology,48521.94,Harpur Doctor of Philosophy,Bachelors Prepared,48521.94,0,1,0.079580753,-1.554411917,-0.256456652,3.67,3.65,0,0,0,0,0,0,0,-0.02,2,3.66,11.2
706,0,0,0,0,33.7,GD Management,47,Doctor of Philosophy,Male,0,706,Asia,B99,Management PHD,24902.8,Management PhD,0,24902.8,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.23,3.5,3.43,0,0,0,0,0,-0.08,4,3.49,5.7
707,0,0,0,0,34.7,GD Harpur,48,Doctor of Philosophy,Male,0,707,Asia,C22,Economics,32319.8,Harpur Doctor of Philosophy,Bachelors Prepared,32319.8,0,1,0.079580753,-1.554411917,-0.256456652,3.15,3.43,3.67,3.85,4,3.7,0,0,0,0.13,6,3.63,6.7
708,0,0,0,0,34.7,GD Harpur,48,Doctor of Philosophy,Female,1,708,Asia,C22,Economics,33072.25,Harpur Doctor of Philosophy,Bachelors Prepared,34198.25,1126,1,0.079580753,-1.554411917,-0.256456652,2.77,3.5,3.33,3.3,3.85,4,0,0,0,0.2,6,3.46,5.7
709,0,0,0,0,34.7,GD Harpur,47,Doctor of Philosophy,Male,1,709,Asia,C43,Political Science,36088.45,Harpur Doctor of Philosophy,Bachelors Prepared,47681.45,11593,1,0.079580753,-1.554411917,-0.256456652,3.67,3.77,3.9,3.67,4,0,0,0,0,0.06,5,3.8,4.7
710,0,552,4968,574,21.7,GD Watson,33,Doctor of Philosophy,Male,1,710,China,R92,Computer Science,14862.79,Computer Science PhD,0,22794.79,7932,1,0.079580753,-1.554411917,-0.256456652,4,0,0,0,0,0,0,0,0,0,1,4,5
711,0,4968,4968,5166,28.3,GD Harpur,39,Doctor of Philosophy,Male,1,711,South America,C60,Translation Studies,17955.86,Harpur Doctor of Philosophy,Masters Prepared,38223.86,20268,1,0.108993187,-0.667596032,0.256856114,4,0,0,0,0,0,0,0,0,0,1,4,4
712,0,0,0,0,29.7,GD Harpur,42,Doctor of Philosophy,Female,1,712,Unknown,C09,Art History,52766.03,Harpur Doctor of Philosophy,Bachelors Prepared,75189.03,22423,1,0.079580753,-1.554411917,-0.256456652,3.87,3.85,3.56,3.69,0,0,0,0,0,-0.08,4,3.74,11.7
713,0,0,0,0,26.7,GD Harpur,39,Doctor of Philosophy,Female,1,713,Asia,C09,Art History,55649.88,Harpur Doctor of Philosophy,Bachelors Prepared,84392.88,28743,1,0.079580753,-1.554411917,-0.256456652,3.35,3.35,3.15,3.83,4,0,0,0,1,0.18,5,3.54,9.2
714,0,0,0,0,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,714,White,C12,Biological Sciences EEB,96256.84,Harpur Doctor of Philosophy,Bachelors Prepared,103606.84,7350,1,0.079580753,-1.554411917,-0.256456652,4,3.88,4,4,4,0,0,0,1,0.01,5,3.98,7.7
715,0,0,0,0,43,GD Watson,54,Doctor of Philosophy,Male,1,715,Asia,R87,Industrial and Systems Enginee,33627.9,Industrial and Systems Eng PhD,0,42962.9,9335,1,0.079580753,-1.554411917,-0.256456652,4,3.5,3.85,3.7,0,0,0,0,0,-0.05,4,3.76,7
